"spcdist" "p_value"
"9608" -393 0
"9609" -392 0
"9610" -391 0
"9611" -390 0
"9612" -389 0
"9613" -388 0
"9614" -387 0
"9615" -386 0
"9616" -385 0
"9617" -384 0
"9618" -383 0
"9619" -382 0
"9620" -381 0
"9621" -380 0
"9622" -379 0
"9623" -378 0
"9624" -377 0
"9625" -376 0
"9626" -375 0
"9627" -374 0
"9628" -373 0
"9629" -372 0
"9630" -371 0
"9631" -370 0
"9632" -369 0
"9633" -368 0
"9634" -367 0
"9635" -366 0
"9636" -365 0
"9637" -364 0
"9638" -363 0
"9639" -362 0
"9640" -361 0
"9641" -360 0
"9642" -359 0
"9643" -358 0
"9644" -357 0
"9645" -356 0
"9646" -355 0
"9647" -354 0
"9648" -353 0
"9649" -352 0
"9650" -351 0
"9651" -350 0
"9652" -349 0
"9653" -348 0
"9654" -347 0
"9655" -346 0
"9656" -345 0
"9657" -344 0
"9658" -343 0
"9659" -342 0
"9660" -341 0
"9661" -340 0
"9662" -339 0
"9663" -338 0
"9664" -337 0
"9665" -336 0
"9666" -335 0
"9667" -334 0
"9668" -333 0
"9669" -332 0
"9670" -331 0
"9671" -330 0
"9672" -329 0
"9673" -328 0
"9674" -327 0
"9675" -326 0
"9676" -325 0
"9677" -324 0
"9678" -323 0
"9679" -322 0
"9680" -321 0
"9681" -320 0
"9682" -319 0
"9683" -318 0
"9684" -317 0
"9685" -316 0
"9686" -315 0
"9687" -314 0
"9688" -313 0
"9689" -312 0
"9690" -311 0
"9691" -310 0
"9692" -309 0
"9693" -308 0
"9694" -307 0
"9695" -306 0
"9696" -305 0
"9697" -304 0
"9698" -303 0
"9699" -302 0
"9700" -301 0
"9701" -300 0
"9702" -299 0
"9703" -298 0
"9704" -297 0
"9705" -296 0
"9706" -295 0
"9707" -294 0
"9708" -293 0
"9709" -292 0
"9710" -291 0
"9711" -290 0
"9712" -289 0
"9713" -288 0
"9714" -287 0
"9715" -286 0
"9716" -285 0
"9717" -284 0
"9718" -283 0
"9719" -282 0
"9720" -281 0
"9721" -280 0
"9722" -279 0
"9723" -278 0
"9724" -277 0
"9725" -276 0
"9726" -275 0
"9727" -274 0
"9728" -273 0
"9729" -272 0
"9730" -271 0
"9731" -270 0
"9732" -269 0
"9733" -268 0
"9734" -267 0
"9735" -266 0
"9736" -265 0
"9737" -264 0
"9738" -263 0
"9739" -262 0
"9740" -261 0
"9741" -260 0
"9742" -259 0
"9743" -258 0
"9744" -257 0
"9745" -256 0
"9746" -255 0
"9747" -254 0
"9748" -253 0
"9749" -252 0
"9750" -251 0
"9751" -250 0
"9752" -249 0
"9753" -248 0
"9754" -247 0
"9755" -246 0
"9756" -245 0
"9757" -244 0
"9758" -243 0
"9759" -242 0
"9760" -241 0
"9761" -240 0
"9762" -239 0
"9763" -238 0
"9764" -237 0
"9765" -236 0
"9766" -235 0
"9767" -234 0
"9768" -233 0
"9769" -232 0
"9770" -231 0
"9771" -230 0
"9772" -229 0
"9773" -228 0
"9774" -227 0
"9775" -226 0
"9776" -225 0
"9777" -224 0
"9778" -223 0
"9779" -222 0
"9780" -221 0
"9781" -220 0
"9782" -219 0
"9783" -218 0
"9784" -217 0
"9785" -216 0
"9786" -215 0
"9787" -214 0
"9788" -213 0
"9789" -212 0
"9790" -211 0
"9791" -210 0
"9792" -209 0
"9793" -208 0
"9794" -207 0
"9795" -206 0
"9796" -205 0
"9797" -204 0
"9798" -203 0
"9799" -202 0
"9800" -201 0
"9801" -200 0
"9802" -199 0
"9803" -198 0
"9804" -197 0
"9805" -196 0
"9806" -195 0
"9807" -194 0
"9808" -193 0
"9809" -192 0
"9810" -191 0
"9811" -190 0
"9812" -189 0
"9813" -188 0
"9814" -187 0
"9815" -186 0
"9816" -185 0
"9817" -184 0
"9818" -183 0
"9819" -182 0
"9820" -181 0
"9821" -180 0
"9822" -179 0
"9823" -178 0
"9824" -177 0
"9825" -176 0
"9826" -175 0
"9827" -174 0
"9828" -173 0
"9829" -172 0
"9830" -171 0
"9831" -170 0
"9832" -169 0
"9833" -168 0
"9834" -167 0
"9835" -166 0
"9836" -165 0
"9837" -164 0
"9838" -163 0
"9839" -162 0
"9840" -161 0
"9841" -160 0
"9842" -159 0
"9843" -158 0
"9844" -157 0
"9845" -156 0
"9846" -155 0
"9847" -154 0
"9848" -153 0
"9849" -152 0
"9850" -151 0
"9851" -150 0
"9852" -149 0
"9853" -148 0
"9854" -147 0
"9855" -146 0
"9856" -145 0
"9857" -144 0
"9858" -143 0
"9859" -142 0
"9860" -141 0
"9861" -140 0
"9862" -139 0
"9863" -138 0
"9864" -137 0
"9865" -136 0
"9866" -135 0
"9867" -134 0
"9868" -133 0
"9869" -132 0
"9870" -131 0
"9871" -130 0
"9872" -129 0
"9873" -128 0
"9874" -127 0
"9875" -126 0
"9876" -125 0
"9877" -124 0
"9878" -123 0
"9879" -122 0
"9880" -121 0
"9881" -120 0
"9882" -119 0
"9883" -118 0
"9884" -117 0
"9885" -116 0
"9886" -115 0
"9887" -114 0
"9888" -113 0
"9889" -112 0
"9890" -111 0
"9891" -110 0
"9892" -109 0
"9893" -108 0
"9894" -107 0
"9895" -106 0
"9896" -105 0
"9897" -104 0
"9898" -103 0
"9899" -102 0
"9900" -101 0
"9901" -100 0
"9902" -99 0
"9903" -98 0
"9904" -97 0
"9905" -96 0
"9906" -95 0
"9907" -94 0
"9908" -93 0
"9909" -92 0
"9910" -91 0
"9911" -90 0
"9912" -89 0
"9913" -88 0
"9914" -87 0
"9915" -86 0
"9916" -85 0
"9917" -84 0
"9918" -83 0
"9919" -82 0
"9920" -81 0
"9921" -80 0
"9922" -79 0
"9923" -78 0
"9924" -77 0
"9925" -76 0
"9926" -75 0
"9927" -74 0
"9928" -73 0
"9929" -72 0
"9930" -71 0
"9931" -70 0
"9932" -69 0
"9933" -68 0
"9934" -67 0
"9935" -66 0
"9936" -65 0
"9937" -64 0
"9938" -63 0
"9939" -62 0
"9940" -61 0
"9941" -60 0
"9942" -59 0
"9943" -58 0
"9944" -57 0
"9945" -56 0
"9946" -55 0
"9947" -54 0
"9948" -53 0
"9949" -52 0
"9950" -51 0
"9951" -50 0
"9952" -49 0
"9953" -48 0
"9954" -47 0
"9955" -46 0
"9956" -45 0
"9957" -44 0
"9958" -43 0
"9959" -42 0
"9960" -41 0
"9961" -40 0
"9962" -39 0
"9963" -38 0
"9964" -37 0
"9965" -36 0
"9966" -35 0
"9967" -34 0
"9968" -33 0
"9969" -32 0
"9970" -31 0
"9971" -30 0
"9972" -29 0
"9973" -28 0
"9974" -27 0
"9975" -26 0
"9976" -25 0
"9977" -24 0
"9978" -23 0
"9979" -22 0
"9980" -21 0
"9981" -20 0
"9982" -19 0
"9983" -18 0
"9984" -17 0
"9985" -16 0
"9986" -15 0
"9987" -14 0
"9988" -13 0
"9989" -12 0
"9990" -11 0
"9991" -10 0
"9992" -9 0
"9993" -8 0
"9994" -7 0
"9995" -6 0
"9996" -5 0
"9997" -4 0
"9998" -3 0
"9999" -2 0
"10000" -1 0
"10001" 0 0
"10002" 1 0
"10003" 2 0
"10004" 3 0
"10005" 4 0
"10006" 5 0
"10007" 6 0
"10008" 7 0
"10009" 8 0
"10010" 9 0
"10011" 10 0
"10012" 11 0
"10013" 12 0
"10014" 13 0
"10015" 14 0
"10016" 15 0
"10017" 16 0
"10018" 17 0
"10019" 18 0
"10020" 19 0
"10021" 20 0
"10022" 21 0
"10023" 22 0
"10024" 23 0
"10025" 24 0
"10026" 25 0
"10027" 26 0
"10028" 27 0
"10029" 28 0
"10030" 29 0
"10031" 30 0
"10032" 31 0
"10033" 32 0
"10034" 33 0
"10035" 34 0
"10036" 35 0
"10037" 36 0
"10038" 37 0
"10039" 38 0
"10040" 39 0
"10041" 40 0
"10042" 41 0
"10043" 42 0
"10044" 43 0
"10045" 44 0
"10046" 45 0
"10047" 46 0
"10048" 47 0
"10049" 48 0
"10050" 49 0
"10051" 50 0
"10052" 51 0
"10053" 52 0
"10054" 53 0
"10055" 54 0
"10056" 55 0
"10057" 56 0
"10058" 57 0
"10059" 58 0
"10060" 59 0
"10061" 60 0
"10062" 61 0
"10063" 62 0
"10064" 63 0
"10065" 64 0
"10066" 65 0
"10067" 66 0
"10068" 67 0
"10069" 68 0
"10070" 69 0
"10071" 70 0
"10072" 71 0
"10073" 72 0
"10074" 73 0
"10075" 74 0
"10076" 75 0
"10077" 76 0
"10078" 77 0
"10079" 78 0
"10080" 79 0
"10081" 80 0
"10082" 81 0
"10083" 82 0
"10084" 83 0
"10085" 84 0
"10086" 85 0
"10087" 86 0
"10088" 87 0
"10089" 88 0
"10090" 89 0
"10091" 90 0
"10092" 91 0
"10093" 92 0
"10094" 93 0
"10095" 94 0
"10096" 95 0
"10097" 96 0
"10098" 97 0
"10099" 98 0
"10100" 99 0
"10101" 100 0
"10102" 101 0
"10103" 102 0
"10104" 103 0
"10105" 104 0
"10106" 105 0
"10107" 106 0
"10108" 107 0
"10109" 108 0
"10110" 109 0
"10111" 110 0
"10112" 111 0
"10113" 112 0
"10114" 113 0
"10115" 114 0
"10116" 115 0
"10117" 116 0
"10118" 117 0
"10119" 118 0
"10120" 119 0
"10121" 120 0
"10122" 121 0
"10123" 122 0
"10124" 123 0
"10125" 124 0
"10126" 125 0
"10127" 126 0
"10128" 127 0
"10129" 128 0
"10130" 129 0
"10131" 130 0
"10132" 131 0
"10133" 132 0
"10134" 133 0
"10135" 134 0
"10136" 135 0
"10137" 136 0
"10138" 137 0
"10139" 138 0
"10140" 139 0
"10141" 140 0
"10142" 141 0
"10143" 142 0
"10144" 143 0
"10145" 144 0
"10146" 145 0
"10147" 146 0
"10148" 147 0
"10149" 148 0
"10150" 149 0
"10151" 150 0
"10152" 151 0
"10153" 152 0
"10154" 153 0
"10155" 154 0
"10156" 155 0
"10157" 156 0
"10158" 157 0
"10159" 158 0
"10160" 159 0
"10161" 160 0
"10162" 161 0
"10163" 162 0
"10164" 163 0
"10165" 164 0
"10166" 165 0
"10167" 166 0
"10168" 167 0
"10169" 168 0
"10170" 169 0
"10171" 170 0
"10172" 171 0
"10173" 172 0
"10174" 173 0
"10175" 174 0
"10176" 175 0
"10177" 176 0
"10178" 177 0
"10179" 178 0
"10180" 179 0
"10181" 180 0
"10182" 181 0
"10183" 182 0
"10184" 183 0
"10185" 184 0
"10186" 185 0
"10187" 186 0
"10188" 187 0
"10189" 188 0
"10190" 189 0
"10191" 190 0
"10192" 191 0
"10193" 192 0
"10194" 193 0
"10195" 194 0
"10196" 195 0
"10197" 196 0
"10198" 197 0
"10199" 198 0
"10200" 199 0
"10201" 200 0
"10202" 201 0
"10203" 202 0
"10204" 203 0
"10205" 204 0
"10206" 205 0
"10207" 206 0
"10208" 207 0
"10209" 208 0
"10210" 209 0
"10211" 210 0
"10212" 211 0
"10213" 212 0
"10214" 213 0
"10215" 214 0
"10216" 215 0
"10217" 216 0
"10218" 217 0
"10219" 218 0
"10220" 219 0
"10221" 220 0
"10222" 221 0
"10223" 222 0
"10224" 223 0
"10225" 224 0
"10226" 225 0
"10227" 226 0
"10228" 227 0
"10229" 228 0
"10230" 229 0
"10231" 230 0
"10232" 231 0
"10233" 232 0
"10234" 233 0
"10235" 234 0
"10236" 235 0
"10237" 236 0
"10238" 237 0
"10239" 238 0
"10240" 239 0
"10241" 240 0
"10242" 241 0
"10243" 242 0
"10244" 243 0
"10245" 244 0
"10246" 245 0
"10247" 246 0
"10248" 247 0
"10249" 248 0
"10250" 249 0
"10251" 250 0
"10252" 251 0
"10253" 252 0
"10254" 253 0
"10255" 254 0
"10256" 255 0
"10257" 256 0
"10258" 257 0
"10259" 258 0
"10260" 259 0
"10261" 260 0
"10262" 261 0
"10263" 262 0
"10264" 263 0
"10265" 264 0
"10266" 265 0
"10267" 266 0
"10268" 267 0
"10269" 268 0
"10270" 269 0
"10271" 270 0
"10272" 271 0
"10273" 272 0
"10274" 273 0
"10275" 274 0
"10276" 275 0
"10277" 276 0
"10278" 277 0
"10279" 278 0
"10280" 279 0
"10281" 280 0
"10282" 281 0
"10283" 282 0
"10284" 283 0
"10285" 284 0
"10286" 285 0
"10287" 286 0
"10288" 287 0
"10289" 288 0
"10290" 289 0
"10291" 290 0
"10292" 291 0
"10293" 292 0
"10294" 293 0
"10295" 294 0
"10296" 295 0
"10297" 296 0
"10298" 297 0
"10299" 298 0
"10300" 299 0
"10301" 300 0
"10302" 301 0
"10303" 302 0
"10304" 303 0
"10305" 304 0
"10306" 305 0
"10307" 306 0
"10308" 307 0
"10309" 308 0
"10310" 309 0
"10311" 310 0
"10312" 311 0
"10313" 312 0
"10314" 313 0
"10315" 314 0
"10316" 315 0
"10317" 316 0
"10318" 317 0
"10319" 318 0
"10320" 319 0
"10321" 320 0
"10322" 321 0
"10323" 322 0
"10324" 323 0
"10325" 324 0
"10326" 325 0
"10327" 326 0
"10328" 327 0
"10329" 328 0
"10330" 329 0
"10331" 330 0
"10332" 331 0
"10333" 332 0
"10334" 333 0
"10335" 334 0
"10336" 335 0
"10337" 336 0
"10338" 337 0
"10339" 338 0
"10340" 339 0
"10341" 340 0
"10342" 341 0
"10343" 342 0
"10344" 343 0
"10345" 344 0
"10346" 345 0
"10347" 346 0
"10348" 347 0
"10349" 348 0
"10350" 349 0
"10351" 350 0
"10352" 351 0
"10353" 352 0
"10354" 353 0
"10355" 354 0
"10356" 355 0
"10357" 356 0
"10358" 357 0
"10359" 358 0
"10360" 359 0
"10361" 360 0
"10362" 361 0
"10363" 362 0
"10364" 363 0
"10365" 364 0
"10366" 365 0
"10367" 366 0
"10368" 367 0
"10369" 368 0
"10370" 369 0
"10371" 370 0
"10372" 371 0
"10373" 372 0
"10374" 373 0
"10375" 374 0
"10376" 375 0
"10377" 376 0
"10378" 377 0
"10379" 378 0
"10380" 379 0
"10381" 380 0
"10382" 381 0
"10383" 382 0
"10384" 383 0
"10385" 384 0
"10386" 385 0
"10387" 386 0
"10388" 387 0
"10389" 388 0
"10390" 389 0
"10391" 390 0
"10392" 391 0
"10393" 392 0
"10394" 393 0
"10395" 394 0
"10396" 395 0
"10397" 396 0
"10398" 397 0
"10399" 398 0
"10400" 399 0
"10401" 400 0
"10402" 401 0
"10403" 402 0
"10404" 403 0
"10405" 404 0
"10406" 405 0
"10407" 406 0
"10408" 407 0
"10409" 408 0
"10410" 409 0
"10411" 410 0
"10412" 411 0
"10413" 412 0
"10414" 413 0
"10415" 414 0
"10416" 415 0
"10417" 416 0
"10418" 417 0
"10419" 418 0
"10420" 419 0
"10421" 420 0
"10422" 421 0
"10423" 422 0
"10424" 423 0
"10425" 424 0
"10426" 425 0
"10427" 426 0
"10428" 427 0
"10429" 428 0
"10430" 429 0
"10431" 430 0
"10432" 431 0
"10433" 432 0
"10434" 433 0
"10435" 434 0
"10436" 435 0
"10437" 436 0
"10438" 437 0
"10439" 438 0
"10440" 439 0
"10441" 440 0
"10442" 441 0
"10443" 442 0
"10444" 443 0
"10445" 444 0
"10446" 445 0
"10447" 446 0
"10448" 447 0
"10449" 448 0
"10450" 449 0
"10451" 450 0
"10452" 451 0
"10453" 452 0
"10454" 453 0
"10455" 454 0
"10456" 455 0
"10457" 456 0
"10458" 457 0
"10459" 458 0
"10460" 459 0
"10461" 460 0
"10462" 461 0
"10463" 462 0
"10464" 463 0
"10465" 464 0
"10466" 465 0
"10467" 466 0
"10468" 467 0
"10469" 468 0
"10470" 469 0
"10471" 470 0
"10472" 471 0
"10473" 472 0
"10474" 473 0
"10475" 474 0
"10476" 475 0
"10477" 476 0
"10478" 477 0
"10479" 478 0
"10480" 479 0
"10481" 480 0
"10482" 481 0
"10483" 482 0
"10484" 483 0
"10485" 484 0
"10486" 485 0
"10487" 486 0
"10488" 487 0
"10489" 488 0
"10490" 489 0
"10491" 490 0
"10492" 491 0
"10493" 492 0
"10494" 493 0
"10495" 494 0
"10496" 495 0
"10497" 496 0
"10498" 497 0
"10499" 498 0
"10500" 499 0
"10501" 500 0
"10502" 501 0
"10503" 502 0
"10504" 503 0
"10505" 504 0
"10506" 505 0
"10507" 506 0
"10508" 507 0
"10509" 508 0
"10510" 509 0
"10511" 510 0
"10512" 511 0
"10513" 512 0
"10514" 513 0
"10515" 514 0
"10516" 515 0
"10517" 516 0
"10518" 517 0
"10519" 518 0
"10520" 519 0
"10521" 520 0
"10522" 521 0
"10523" 522 0
"10524" 523 0
"10525" 524 0
"10526" 525 0
"10527" 526 0
"10528" 527 0
"10529" 528 0
"10530" 529 0
"10531" 530 0
"10532" 531 0
"10533" 532 0
"10534" 533 0
"10535" 534 0
"10536" 535 0
"10537" 536 0
"10538" 537 0
"10539" 538 0
"10540" 539 0
"10541" 540 0
"10542" 541 0
"10543" 542 0
"10544" 543 0
"10545" 544 0
"10546" 545 0
"10547" 546 0
"10548" 547 0
"10549" 548 0
"10550" 549 0
"10551" 550 0
"10552" 551 0
"10553" 552 0
"10554" 553 0
"10555" 554 0
"10556" 555 0
"10557" 556 0
"10558" 557 0
"10559" 558 0
"10560" 559 0
"10561" 560 0
"10562" 561 0
"10563" 562 0
"10564" 563 0
"10565" 564 0
"10566" 565 0
"10567" 566 0
"10568" 567 0
"10569" 568 0
"10570" 569 0
"10571" 570 0
"10572" 571 0
"10573" 572 0
"10574" 573 0
"10575" 574 0
"10576" 575 0
"10577" 576 0
"10578" 577 0
"10579" 578 0
"10580" 579 0
"10581" 580 0
"10582" 581 0
"10583" 582 0
"10584" 583 0
"10585" 584 0
"10586" 585 0
"10587" 586 0
"10588" 587 0
"10589" 588 0
"10590" 589 0
"10591" 590 0
"10592" 591 0
"10593" 592 0
"10594" 593 0
"10595" 594 0
"10596" 595 0
"10597" 596 0
"10598" 597 0
"10599" 598 0
"10600" 599 0
"10601" 600 0
"10602" 601 0
"10603" 602 0
"10604" 603 0
"10605" 604 0
"10606" 605 0
"10607" 606 0
"10608" 607 0
"10609" 608 0
"10610" 609 0
"10611" 610 0
"10612" 611 0
"10613" 612 0
"10614" 613 0
"10615" 614 0
"10616" 615 0
"10617" 616 0
"10618" 617 0
"10619" 618 0
"10620" 619 0
"10621" 620 0
"10622" 621 0
"10623" 622 0
"10624" 623 0
"10625" 624 0
"10626" 625 0
"10627" 626 0
"10628" 627 0
"10629" 628 0
"10630" 629 0
"10631" 630 0
"10632" 631 0
"10633" 632 0
"10634" 633 0
"10635" 634 0
"10636" 635 0
"10637" 636 0
"10638" 637 0
"10639" 638 0
"10640" 639 0
"10641" 640 0
"10642" 641 0
"10643" 642 0
"10644" 643 0
"10645" 644 0
"10646" 645 0
"10647" 646 0
"10648" 647 0
"10649" 648 0
"10650" 649 0
"10651" 650 0
"10652" 651 0
"10653" 652 0
"10654" 653 0
"10655" 654 0
"10656" 655 0
"10657" 656 0
"10658" 657 0
"10659" 658 0
"10660" 659 0
"10661" 660 0
"10662" 661 0
"10663" 662 0
"10664" 663 0
"10665" 664 0
"10666" 665 0
"10667" 666 0
"10668" 667 0
"10669" 668 0
"10670" 669 0
"10671" 670 0
"10672" 671 0
"10673" 672 0
"10674" 673 0
"10675" 674 0
"10676" 675 0
"10677" 676 0
"10678" 677 0
"10679" 678 0
"10680" 679 0
"10681" 680 0
"10682" 681 0
"10683" 682 0
"10684" 683 0
"10685" 684 0
"10686" 685 0
"10687" 686 0
"10688" 687 0
"10689" 688 0
"10690" 689 0
"10691" 690 0
"10692" 691 0
"10693" 692 0
"10694" 693 0
"10695" 694 0
"10696" 695 0
"10697" 696 0
"10698" 697 0
"10699" 698 0
"10700" 699 0
"10701" 700 0
"10702" 701 0
"10703" 702 0
"10704" 703 0
"10705" 704 0
"10706" 705 0
"10707" 706 0
"10708" 707 0
"10709" 708 0
"10710" 709 0
"10711" 710 0
"10712" 711 0
"10713" 712 0
"10714" 713 0
"10715" 714 0
"10716" 715 0
"10717" 716 0
"10718" 717 0
"10719" 718 0
"10720" 719 0
"10721" 720 0
"10722" 721 0
"10723" 722 0
"10724" 723 0
"10725" 724 0
"10726" 725 0
"10727" 726 0
"10728" 727 0
"10729" 728 0
"10730" 729 0
"10731" 730 0
"10732" 731 0
"10733" 732 0
"10734" 733 0
"10735" 734 0
"10736" 735 0
"10737" 736 0
"10738" 737 0
"10739" 738 0
"10740" 739 0
"10741" 740 0
"10742" 741 0
"10743" 742 0
"10744" 743 0
"10745" 744 0
"10746" 745 0
"10747" 746 0
"10748" 747 0
"10749" 748 0
"10750" 749 0
"10751" 750 0
"10752" 751 0
"10753" 752 0
"10754" 753 0
"10755" 754 0
"10756" 755 0
"10757" 756 0
"10758" 757 0
"10759" 758 0
"10760" 759 0
"10761" 760 0
"10762" 761 0
"10763" 762 0
"10764" 763 0
"10765" 764 0
"10766" 765 0
"10767" 766 0
"10768" 767 0
"10769" 768 0
"10770" 769 0
"10771" 770 0
"10772" 771 0
"10773" 772 0
"10774" 773 0
"10775" 774 0
"10776" 775 0
"10777" 776 0
"10778" 777 0
"10779" 778 0
"10780" 779 0
"10781" 780 0
"10782" 781 0
"10783" 782 0
"10784" 783 0
"10785" 784 0
"10786" 785 0
"10787" 786 0
"10788" 787 0
"10789" 788 0
"10790" 789 0
"10791" 790 0
"10792" 791 0
"10793" 792 0
"10794" 793 0
"10795" 794 0
"10796" 795 0
"10797" 796 0
"10798" 797 0
"10799" 798 0
"10800" 799 0
"10801" 800 0
"10802" 801 0
"10803" 802 0
"10804" 803 0
"10805" 804 0
"10806" 805 0
"10807" 806 0
"10808" 807 0
"10809" 808 0
"10810" 809 0
"10811" 810 0
"10812" 811 0
"10813" 812 0
"10814" 813 0
"10815" 814 0
"10816" 815 0
"10817" 816 0
"10818" 817 0
"10819" 818 0
"10820" 819 0
"10821" 820 0
"10822" 821 0
"10823" 822 0
"10824" 823 0
"10825" 824 0
"10826" 825 0
"10827" 826 0
"10828" 827 0
"10829" 828 0
"10830" 829 0
"10831" 830 0
"10832" 831 0
"10833" 832 0
"10834" 833 0
"10835" 834 0
"10836" 835 0
"10837" 836 0
"10838" 837 0
"10839" 838 0
"10840" 839 0
"10841" 840 0
"10842" 841 0
"10843" 842 0
"10844" 843 0
"10845" 844 0
"10846" 845 0
"10847" 846 0
"10848" 847 0
"10849" 848 0
"10850" 849 0
"10851" 850 0
"10852" 851 0
"10853" 852 0
"10854" 853 0
"10855" 854 0
"10856" 855 0
"10857" 856 0
"10858" 857 0
"10859" 858 0
"10860" 859 0
"10861" 860 0
"10862" 861 0
"10863" 862 0
"10864" 863 0
"10865" 864 0
"10866" 865 0
"10867" 866 0
"10868" 867 0
"10869" 868 0
"10870" 869 0
"10871" 870 0
"10872" 871 0
"10873" 872 0
"10874" 873 0
"10875" 874 0
"10876" 875 0
"10877" 876 0
"10878" 877 0
"10879" 878 0
"10880" 879 0
"10881" 880 0
"10882" 881 0
"10883" 882 0
"10884" 883 0
"10885" 884 0
"10886" 885 0
"10887" 886 0
"10888" 887 0
"10889" 888 0
"10890" 889 0
"10891" 890 0
"10892" 891 0
"10893" 892 0
"10894" 893 0
"10895" 894 0
"10896" 895 0
"10897" 896 0
"10898" 897 0
"10899" 898 0
"10900" 899 0
"10901" 900 0
"10902" 901 0
"10903" 902 0
"10904" 903 0
"10905" 904 0
"10906" 905 0
"10907" 906 0
"10908" 907 0
"10909" 908 0
"10910" 909 0
"10911" 910 0
"10912" 911 0
"10913" 912 0
"10914" 913 0
"10915" 914 0
"10916" 915 0
"10917" 916 0
"10918" 917 0
"10919" 918 0
"10920" 919 0
"10921" 920 0
"10922" 921 0
"10923" 922 0
"10924" 923 0
"10925" 924 0
"10926" 925 0
"10927" 926 0
"10928" 927 0
"10929" 928 0
"10930" 929 0
"10931" 930 0
"10932" 931 0
"10933" 932 0
"10934" 933 0
"10935" 934 0
"10936" 935 0
"10937" 936 0
"10938" 937 0
"10939" 938 0
"10940" 939 0
"10941" 940 0
"10942" 941 0
"10943" 942 0
"10944" 943 0
"10945" 944 0
"10946" 945 0
"10947" 946 0
"10948" 947 0
"10949" 948 0
"10950" 949 0
"10951" 950 0
"10952" 951 0
"10953" 952 0
"10954" 953 0
"10955" 954 0
"10956" 955 0
"10957" 956 0
"10958" 957 0
"10959" 958 0
"10960" 959 0
"10961" 960 0
"10962" 961 0
"10963" 962 0
"10964" 963 0
"10965" 964 0
"10966" 965 0
"10967" 966 0
"10968" 967 0
"10969" 968 0
"10970" 969 0
"10971" 970 0
"10972" 971 0
"10973" 972 0
"10974" 973 0
"10975" 974 0
"10976" 975 0
"10977" 976 0
"10978" 977 0
"10979" 978 0
"10980" 979 0
"10981" 980 0
"10982" 981 0
"10983" 982 0
"10984" 983 0
"10985" 984 0
"10986" 985 0
"10987" 986 0
"10988" 987 0
"10989" 988 0
"10990" 989 0
"10991" 990 0
"10992" 991 0
"10993" 992 0
"10994" 993 0
"10995" 994 0
"10996" 995 0
"10997" 996 0
"10998" 997 0
"10999" 998 0
"11000" 999 0
"11001" 1000 0
"11002" 1001 0
"11003" 1002 0
"11004" 1003 0
"11005" 1004 0
"11006" 1005 0
"11007" 1006 0
"11008" 1007 0
"11009" 1008 0
"11010" 1009 0
"11011" 1010 0
"11012" 1011 0
"11013" 1012 0
"11014" 1013 0
"11015" 1014 0
"11016" 1015 0
"11017" 1016 0
"11018" 1017 0
"11019" 1018 0
"11020" 1019 0
"11021" 1020 0
"11022" 1021 0
"11023" 1022 0
"11024" 1023 0
"11025" 1024 0
"11026" 1025 0
"11027" 1026 0
"11028" 1027 0
"11029" 1028 0
"11030" 1029 0
"11031" 1030 0
"11032" 1031 0
"11033" 1032 0
"11034" 1033 0
"11035" 1034 0
"11036" 1035 0
"11037" 1036 0
"11038" 1037 0
"11039" 1038 0
"11040" 1039 0
"11041" 1040 0
"11042" 1041 0
"11043" 1042 0
"11044" 1043 0
"11045" 1044 0
"11046" 1045 0
"11047" 1046 0
"11048" 1047 0
"11049" 1048 0
"11050" 1049 0
"11051" 1050 0
"11052" 1051 0
"11053" 1052 0
"11054" 1053 0
"11055" 1054 0
"11056" 1055 0
"11057" 1056 0
"11058" 1057 0
"11059" 1058 0
"11060" 1059 0
"11061" 1060 0
"11062" 1061 0
"11063" 1062 0
"11064" 1063 0
"11065" 1064 0
"11066" 1065 0
"11067" 1066 0
"11068" 1067 0
"11069" 1068 0
"11070" 1069 0
"11071" 1070 0
"11072" 1071 0
"11073" 1072 0
"11074" 1073 0
"11075" 1074 0
"11076" 1075 0
"11077" 1076 0
"11078" 1077 0
"11079" 1078 0
