"Chromosome"	"Start"	"End"	"MP"
"chr7"	27251619	27251620	13.3
"chr1"	149092358	149092359	94
"chr9"	84439632	84439633	21.5
"chr22"	44947809	44947810	94.1
"chr14"	39889124	39889125	95.1
"chr10"	78973228	78973229	90.8
"chr4"	177743896	177743897	93.4
"chr3"	12428293	12428294	40.4
"chr15"	19115048	19115049	38.9
"chr6"	2948211	2948212	96.2
"chr3"	64716695	64716696	91.4
"chr8"	115435258	115435259	41.6
"chrY"	5531870	5531871	96.3
"chr4"	152978859	152978860	6.1
"chr2"	119519220	119519221	96.7
"chr3"	107057292	107057293	12.8
"chr14"	63415999	63416000	90.5
"chr9"	31443986	31443987	4.4
"chr18"	45837742	45837743	2.7
"chr3"	177476224	177476225	91.4
"chr16"	67562925	67562926	2.9
"chr1"	34368988	34368989	92.3
"chr4"	69821269	69821270	3.7
"chr14"	91245953	91245954	96.2
"chr17"	61899779	61899780	96.5
"chr19"	47067174	47067175	95.8
"chr3"	71473621	71473622	96.1
"chr20"	17812573	17812574	84.8
"chr13"	107076150	107076151	94.6
"chr3"	138421735	138421736	61.5
"chr22"	36587858	36587859	35.8
"chr12"	123691954	123691955	96.7
"chr13"	87163274	87163275	72.1
"chr9"	103627102	103627103	21.4
"chr1"	6206439	6206440	2.9
"chr2"	134065702	134065703	91.7
"chr2"	125285764	125285765	23.8
"chr20"	35223172	35223173	96.3
"chr8"	39858612	39858613	56.9
"chr2"	194682667	194682668	5.4
"chr10"	104641422	104641423	3.7
"chr3"	50712405	50712406	89.7
"chr1"	24703978	24703979	94.5
"chr1"	12178687	12178688	80.8
"chrX"	52026423	52026424	95.7
"chr5"	31856179	31856180	86
"chr2"	12163053	12163054	91.5
"chr5"	563581	563582	96.4
"chr17"	10493307	10493308	84.5
"chr10"	64496112	64496113	31.7
"chr2"	120339530	120339531	95.9
"chr2"	53736435	53736436	95.9
"chrX"	32445399	32445400	94.8
"chr1"	23106536	23106537	96.6
"chr11"	27472500	27472501	3.6
"chr7"	106992195	106992196	39.8
"chr10"	31974793	31974794	4.7
"chr17"	60390192	60390193	67.2
"chr12"	58967543	58967544	10.9
"chr19"	53225374	53225375	96.5
"chr12"	122781500	122781501	91.3
"chr2"	9838091	9838092	96.3
"chr4"	9878555	9878556	10.7
"chr3"	192620165	192620166	93.2
"chr5"	34026604	34026605	96.3
"chr3"	107661927	107661928	84.3
"chr3"	2192190	2192191	3.5
"chr10"	102237041	102237042	96.1
"chr10"	101007373	101007374	60.2
"chr2"	228115021	228115022	5.3
"chr6"	142696958	142696959	96.5
"chr16"	83963943	83963944	96.4
"chr2"	2716484	2716485	92.2
"chr11"	81501883	81501884	81.6
"chr4"	167810314	167810315	76.1
"chr1"	201649935	201649936	3.6
"chr3"	124750475	124750476	96.3
"chr11"	40011682	40011683	96.4
"chr3"	105173789	105173790	94.3
"chr8"	43939388	43939389	78.2
"chr17"	3553457	3553458	92.7
"chr4"	97562854	97562855	96.1
"chr4"	185773588	185773589	94.5
"chr9"	98382469	98382470	95.9
"chr17"	72331897	72331898	91.4
"chr22"	17234586	17234587	95.7
"chrX"	19406444	19406445	94.9
"chr1"	72915863	72915864	91.4
"chr5"	154682946	154682947	4.1
"chr9"	20774130	20774131	95.2
"chrX"	39019372	39019373	3.7
"chr6"	114676080	114676081	29.5
"chr11"	42221857	42221858	65.7
"chr8"	10859885	10859886	89.1
"chr2"	68918597	68918598	94.5
"chr14"	89749892	89749893	96.7
"chr14"	102846756	102846757	96.8
"chr4"	169982368	169982369	55.1
"chr21"	21859386	21859387	5.7
"chrX"	66274266	66274267	76.2
"chr5"	111399646	111399647	96.9
"chr4"	65649809	65649810	9.9
"chr2"	84423978	84423979	77.7
"chr5"	8458158	8458159	2.5
"chr1"	221913436	221913437	95.6
"chr8"	100109433	100109434	95.5
"chr17"	30731959	30731960	3.2
"chr14"	42113744	42113745	96.2
"chr20"	43852716	43852717	95.9
"chr19"	42747636	42747637	83.5
"chr7"	41706512	41706513	94.9
"chr2"	4547178	4547179	88.8
"chr3"	196321592	196321593	96.7
"chr2"	96144595	96144596	6.6
"chr14"	45134895	45134896	28
"chr22"	37478231	37478232	95.8
"chr11"	87654772	87654773	65.7
"chr7"	32158803	32158804	22.8
"chr8"	52713518	52713519	4
"chr6"	97829164	97829165	56.8
"chr5"	179265318	179265319	84.9
"chr1"	153744037	153744038	74.3
"chr8"	19111863	19111864	88.7
"chr20"	23535070	23535071	65.6
"chr19"	15380159	15380160	4.8
"chr13"	100682717	100682718	97.1
"chr5"	134867070	134867071	94.1
"chr6"	24666379	24666380	8.6
"chr5"	37705624	37705625	47.3
"chr15"	69392326	69392327	41.7
"chr2"	176118141	176118142	3.6
"chr12"	72272792	72272793	2.5
"chr21"	19650258	19650259	31.1
"chr2"	168929737	168929738	7.8
"chr17"	42278701	42278702	96.7
"chr2"	146887814	146887815	91.4
"chr1"	114500673	114500674	93.2
"chr19"	40614009	40614010	3
"chr17"	1705141	1705142	95.7
"chr22"	35205813	35205814	92.2
"chr14"	20343656	20343657	4
"chr16"	89769949	89769950	95.7
"chr11"	131954474	131954475	57.8
"chr2"	47571539	47571540	3.1
"chr13"	20370628	20370629	94.1
"chr15"	50577362	50577363	95.2
"chr10"	50914677	50914678	91.7
"chr2"	54767700	54767701	92.9
"chr13"	108761510	108761511	94.7
"chr12"	4809681	4809682	3.8
"chr12"	30055651	30055652	59.2
"chr21"	44224727	44224728	96.7
"chr17"	65377874	65377875	95.7
"chr11"	10406968	10406969	59.3
"chr15"	82890512	82890513	72.2
"chr2"	86614462	86614463	54.7
"chr2"	128372216	128372217	90.7
"chr18"	20484236	20484237	84.6
"chr13"	70297194	70297195	39.6
"chr2"	190758820	190758821	74.8
"chr11"	117118759	117118760	96.4
"chr20"	31797917	31797918	95.8
"chr19"	46414067	46414068	97
"chr11"	114847489	114847490	51.5
"chr21"	39485709	39485710	96.2
"chr9"	31889223	31889224	96.9
"chr13"	17893882	17893883	83.5
"chr5"	37754434	37754435	80.6
"chr15"	18397118	18397119	87.3
"chr3"	31205908	31205909	96.7
"chr4"	106354487	106354488	9.2
"chr3"	46464848	46464849	3
"chr5"	49816228	49816229	85.8
"chr2"	22457124	22457125	74.1
"chr3"	188068800	188068801	78.9
"chr6"	35712631	35712632	96.6
"chr5"	167030953	167030954	94.6
"chr14"	98245222	98245223	76.1
"chr19"	50679565	50679566	3.9
"chr2"	111722152	111722153	67.6
"chr10"	40007114	40007115	71.1
"chr16"	49209200	49209201	52.3
"chr4"	172869393	172869394	58.5
"chr17"	64327534	64327535	89.5
"chr1"	204986189	204986190	81.1
"chr10"	131900911	131900912	3
"chr5"	117313939	117313940	92.9
"chr8"	89900987	89900988	96.8
"chrX"	45066366	45066367	95.1
"chr2"	153836752	153836753	44.7
"chrX"	131262822	131262823	67.3
"chr2"	11612702	11612703	95
"chr4"	62903985	62903986	7.8
"chr10"	118770960	118770961	4.1
"chr15"	84620663	84620664	92.2
"chr1"	178147473	178147474	59.6
"chr6"	15455746	15455747	96.8
"chr16"	66337590	66337591	96.7
"chr22"	41344236	41344237	96.1
"chr15"	72547356	72547357	96.7
"chr7"	27137413	27137414	2.9
"chr1"	32765758	32765759	93
"chr13"	34772248	34772249	2.8
"chr5"	167952820	167952821	94.6
"chr15"	77560627	77560628	92.6
"chr12"	6868337	6868338	4
"chr2"	199474499	199474500	92.1
"chr12"	100695523	100695524	95.2
"chr15"	55342590	55342591	95.9
"chr2"	65176272	65176273	50.1
"chr3"	23275235	23275236	94.7
"chr4"	137186337	137186338	13.2
"chrX"	101376401	101376402	96.2
"chr8"	38585558	38585559	95.1
"chr9"	86380642	86380643	38.4
"chr12"	27877407	27877408	91
"chr13"	27175738	27175739	93.4
"chr9"	123349522	123349523	95.9
"chr6"	150184163	150184164	94.5
"chr21"	29917027	29917028	45.5
"chr10"	2934844	2934845	96.8
"chr3"	73475312	73475313	91.5
"chr9"	133099516	133099517	95.9
"chr1"	5448488	5448489	59.9
"chr6"	158073393	158073394	96.8
"chr12"	9440244	9440245	96.2
"chr3"	105115627	105115628	68.4
"chr11"	98331698	98331699	43.2
"chr12"	108938376	108938377	76
"chr10"	55018214	55018215	51.2
"chr7"	107539007	107539008	83.5
"chr3"	122234823	122234824	92
"chr5"	158433214	158433215	85.8
"chr10"	115168	115169	97
"chr6"	114702406	114702407	49.7
"chr14"	70795834	70795835	96.6
"chr12"	125107546	125107547	96.1
"chr2"	45005173	45005174	4.1
"chr1"	12431289	12431290	95.3
"chr2"	22304706	22304707	65.2
"chr16"	88958892	88958893	96.5
"chr19"	38786985	38786986	74.2
"chr3"	192185879	192185880	94
"chr1"	122534227	122534228	49.5
"chr12"	55947053	55947054	97.3
"chr5"	137492271	137492272	47.6
"chr12"	55888392	55888393	30.7
"chr11"	129395905	129395906	72.9
"chr19"	2495140	2495141	3.2
"chr5"	116051366	116051367	43.8
"chr2"	94273331	94273332	2.5
"chr14"	77323814	77323815	90.6
"chr9"	702580	702581	96.5
"chr1"	235093188	235093189	97.2
"chr18"	54698518	54698519	46.4
"chr16"	77863126	77863127	89.5
"chr7"	134316819	134316820	3.1
"chr18"	10862428	10862429	95.8
"chr20"	42116764	42116765	92.9
"chr12"	25840754	25840755	96.3
"chrX"	41687905	41687906	96.4
"chr13"	23769307	23769308	97.3
"chr19"	28299831	28299832	4.4
"chr7"	59504054	59504055	68.8
"chr21"	46409273	46409274	96.8
"chr4"	188631560	188631561	96.6
"chr1"	188591798	188591799	86.1
"chr2"	142907527	142907528	96.4
"chr20"	28020831	28020832	52.3
"chr17"	830286	830287	94.4
"chr1"	15247586	15247587	4.8
"chr7"	105788455	105788456	94.6
"chr15"	75689315	75689316	89.7
"chr17"	67423529	67423530	91.6
"chr3"	125613143	125613144	84.6
"chr6"	30706447	30706448	96.4
"chr5"	33174724	33174725	75.9
"chr2"	209953198	209953199	94
"chr17"	60046209	60046210	94.1
"chr12"	112137094	112137095	96.8
"chr20"	41431443	41431444	93.9
"chr15"	88716366	88716367	39.9
"chr6"	129932221	129932222	96.4
"chr13"	48786964	48786965	95.8
"chr22"	28005220	28005221	38.3
"chr5"	76425236	76425237	31.8
"chr22"	22801110	22801111	75
"chr16"	16150060	16150061	96.1
"chrX"	105802679	105802680	95.5
"chr1"	1665355	1665356	95.2
"chr17"	54359631	54359632	65.9
"chr8"	80406970	80406971	97
"chr10"	26348477	26348478	84.2
"chr6"	43837374	43837375	92.2
"chr8"	139208657	139208658	35.3
"chr9"	12502799	12502800	91.1
"chr19"	33752557	33752558	66.3
"chr2"	19843510	19843511	37.2
"chr11"	23183017	23183018	13.4
"chr5"	14791840	14791841	5.3
"chr2"	120847404	120847405	17
"chr3"	92176088	92176089	88.5
"chr19"	8197302	8197303	66.8
"chr12"	50917674	50917675	97
"chr20"	1507048	1507049	96
"chr8"	93970660	93970661	94.3
"chr9"	43612175	43612176	61
"chr10"	64344096	64344097	19.1
"chr21"	32073350	32073351	83.9
"chrX"	146886007	146886008	61.8
"chr17"	39213205	39213206	51.6
"chrX"	230497	230498	96
"chr7"	70595957	70595958	4.4
"chrX"	110703939	110703940	87.3
"chr6"	54656473	54656474	22.1
"chr13"	25502732	25502733	92.9
"chr4"	112613014	112613015	97.2
"chr5"	105635790	105635791	81.2
"chr6"	1349884	1349885	8.3
"chrX"	136221425	136221426	83.7
"chr1"	226877145	226877146	96.4
"chr2"	3754489	3754490	80.6
"chr4"	105606625	105606626	88.2
"chr2"	148918671	148918672	4.6
"chr1"	6643509	6643510	95.7
"chr1"	15681134	15681135	95.7
"chr12"	9326615	9326616	95.7
"chr18"	52141256	52141257	87.6
"chr8"	23008361	23008362	96.6
"chr6"	130192782	130192783	51.2
"chr11"	125328006	125328007	2.9
"chr13"	80798190	80798191	46.7
"chr20"	1694285	1694286	39.9
"chr1"	150207626	150207627	96.4
"chr19"	52043780	52043781	96.1
"chr11"	40526110	40526111	55.9
"chr6"	142912696	142912697	96.5
"chr18"	20482885	20482886	87.3
"chr11"	122755109	122755110	31.2
"chrX"	11340450	11340451	96.1
"chrX"	153737137	153737138	92.8
"chr13"	98455568	98455569	96.6
"chr6"	166900069	166900070	96.5
"chr10"	42177201	42177202	52.4
"chr16"	15545096	15545097	96.9
"chr16"	11032491	11032492	93.5
"chr3"	108984524	108984525	4.4
"chr15"	34562389	34562390	95.3
"chr19"	17589433	17589434	96.1
"chrX"	129977845	129977846	94
"chr7"	7595779	7595780	95.8
"chr10"	117085942	117085943	81.7
"chr20"	43800733	43800734	69.5
"chr2"	147809712	147809713	36.7
"chr9"	130196465	130196466	94.8
"chr6"	168254726	168254727	39
"chr5"	153400743	153400744	40.2
"chr4"	24402359	24402360	96.9
"chr2"	168212250	168212251	6.6
"chr16"	70288226	70288227	5.7
"chr16"	48458046	48458047	4.1
"chr21"	22947125	22947126	2.8
"chr6"	109047683	109047684	82
"chr6"	33420056	33420057	3
"chr18"	48184676	48184677	31.2
"chr6"	27083561	27083562	8
"chr10"	26795011	26795012	97
"chr10"	132313017	132313018	96.6
"chr11"	112684288	112684289	95.9
"chr5"	59490946	59490947	93.6
"chr18"	68936349	68936350	90.9
"chr1"	228125540	228125541	92.1
"chr13"	88069515	88069516	95.6
"chr13"	91347557	91347558	3.1
"chr21"	46379283	46379284	96.7
"chr21"	5728805	5728806	45.1
"chr5"	61312915	61312916	59.1
"chr3"	150772083	150772084	95.7
"chr3"	158842037	158842038	92.3
"chr12"	68043020	68043021	94.7
"chr4"	17783417	17783418	92.7
"chr9"	112084809	112084810	96.5
"chr15"	63924647	63924648	91.9
"chr2"	23503835	23503836	15.4
"chr1"	45779316	45779317	96.4
"chr4"	26325664	26325665	94
"chr20"	17517532	17517533	81.9
"chr3"	26460003	26460004	96.9
"chr2"	58255631	58255632	85
"chr2"	222554657	222554658	96.4
"chr3"	181408101	181408102	39.9
"chr9"	35749291	35749292	3.1
"chr13"	61361692	61361693	49.7
"chr14"	78036271	78036272	15.6
"chr21"	36499950	36499951	43.7
"chr6"	17006580	17006581	37.6
"chr1"	7111050	7111051	85.6
"chr17"	34730469	34730470	47.5
"chr15"	33232048	33232049	87.3
"chr12"	35094133	35094134	67.1
"chr19"	21157756	21157757	90.7
"chr9"	119205127	119205128	8.6
"chr6"	108715880	108715881	95.2
"chr13"	66520316	66520317	56.1
"chr4"	13535464	13535465	64.1
"chr15"	43866146	43866147	96.6
"chr9"	119958012	119958013	53.6
"chr13"	83407437	83407438	60.4
"chr9"	104460436	104460437	59
"chr16"	15812820	15812821	95.6
"chr13"	63880780	63880781	73.8
"chr7"	149787928	149787929	45.6
"chr14"	39407976	39407977	97.4
"chr5"	11441694	11441695	73.3
"chr3"	36642077	36642078	89.1
"chr22"	31407397	31407398	96.7
"chr8"	108395715	108395716	93.3
"chr19"	31121504	31121505	84.8
"chr22"	43319287	43319288	96.4
"chr4"	108253083	108253084	81.3
"chr12"	53054594	53054595	4.3
"chr16"	1625686	1625687	94.8
"chr4"	168369330	168369331	97
"chr4"	152815985	152815986	96.2
"chr17"	29458519	29458520	96
"chr1"	152472766	152472767	53.8
"chr2"	150485103	150485104	4.7
"chr2"	217877221	217877222	12.4
"chr7"	130017042	130017043	97
"chr8"	39117176	39117177	88.5
"chr16"	54291348	54291349	4.1
"chr20"	20232510	20232511	49.9
"chrX"	41965901	41965902	88.5
"chr14"	73018874	73018875	95.6
"chr18"	50528347	50528348	90.4
"chr19"	20676810	20676811	42.9
"chr16"	1944234	1944235	96.9
"chr6"	6525583	6525584	93.7
"chr7"	26200613	26200614	4
"chr6"	13162137	13162138	95.3
"chr5"	34016378	34016379	5.7
"chr22"	38099860	38099861	67.8
"chr1"	108853468	108853469	96
"chr16"	69715691	69715692	96.4
"chr19"	7467489	7467490	96
"chr2"	56184878	56184879	3.8
"chr12"	104789570	104789571	96
"chr4"	101620510	101620511	91.7
"chr7"	13200005	13200006	79.6
"chr2"	29197232	29197233	8.3
"chrY"	3410146	3410147	95.4
"chr1"	208137213	208137214	60.2
"chr2"	188565091	188565092	3.2
"chr6"	53682997	53682998	54.1
"chr8"	23303051	23303052	64.6
"chr5"	150532595	150532596	94.4
"chr11"	12442732	12442733	5.6
"chr4"	48335496	48335497	96
"chr2"	71861067	71861068	51.4
"chr3"	169967492	169967493	4.1
"chr7"	109214170	109214171	52.1
"chrX"	129544009	129544010	92.8
"chr12"	67741828	67741829	86.4
"chr18"	18918490	18918491	88.4
"chr2"	111702197	111702198	40
"chr12"	50112625	50112626	3.5
"chr5"	76425707	76425708	62.2
"chr8"	143725509	143725510	90.7
"chr2"	130612693	130612694	92.3
"chr21"	18330996	18330997	93.6
"chr1"	1624509	1624510	90.3
"chr3"	194134774	194134775	2.4
"chr14"	67407481	67407482	96.3
"chr7"	151434163	151434164	86.8
"chr5"	122940673	122940674	96.5
"chr4"	97912026	97912027	67.8
"chr6"	151328243	151328244	91
"chr6"	168345394	168345395	61.1
"chr2"	238803230	238803231	96.2
"chr17"	76419237	76419238	96.3
"chr1"	165745444	165745445	5.7
"chr13"	98442447	98442448	56.3
"chr2"	241229326	241229327	95.9
"chr4"	139187198	139187199	96.5
"chr3"	17463364	17463365	95.5
"chr12"	122450040	122450041	97.2
"chr2"	144516659	144516660	3.3
"chr3"	157362321	157362322	71
"chr20"	49071717	49071718	91.2
"chr9"	138040593	138040594	96.9
"chr11"	43698798	43698799	45.2
"chr9"	114993859	114993860	95.5
"chr13"	94684047	94684048	4.3
"chr5"	141890160	141890161	94.4
"chr7"	81639711	81639712	34.5
"chr18"	70364606	70364607	94.3
"chr1"	98061702	98061703	4.7
"chr1"	228006699	228006700	45.3
"chr4"	20746458	20746459	93.5
"chr11"	83665351	83665352	93.3
"chr1"	160110171	160110172	94.6
"chr4"	15854619	15854620	96.1
"chr5"	56083111	56083112	97.1
"chr5"	120878640	120878641	8.8
"chr21"	44303333	44303334	5.8
"chr21"	27635620	27635621	96.5
"chr4"	100623991	100623992	70.4
"chr21"	21940383	21940384	82.2
"chr2"	136491870	136491871	74
"chr3"	67142711	67142712	95.6
"chr7"	26864969	26864970	3.3
"chr19"	10718138	10718139	4.3
"chr2"	206231666	206231667	91.8
"chr13"	38475379	38475380	85.8
"chr8"	43861785	43861786	2.4
"chr19"	43664060	43664061	3.9
"chr5"	92735837	92735838	35.7
"chr5"	30812093	30812094	81.4
"chr11"	44264948	44264949	85.1
"chr10"	34035781	34035782	85.2
"chrX"	8932650	8932651	24.8
"chr9"	134765805	134765806	96.4
"chr1"	43136950	43136951	42.7
"chr8"	37335978	37335979	35.4
"chr11"	68418637	68418638	96
"chr13"	62678531	62678532	24.1
"chr2"	229467022	229467023	56.3
"chr19"	8843452	8843453	89.6
"chr3"	179517781	179517782	88.9
"chr4"	164712588	164712589	88.7
"chr21"	7242448	7242449	34.7
"chr15"	41534309	41534310	96.7
"chr9"	105238571	105238572	95.9
"chr19"	5799381	5799382	3.1
"chr22"	11605887	11605888	95.6
"chr5"	173383336	173383337	73.5
"chr6"	127559316	127559317	44.6
"chr2"	131830286	131830287	96.4
"chr5"	2752073	2752074	3.6
"chr9"	89113475	89113476	72.9
"chr19"	45128050	45128051	96.5
"chr6"	21797230	21797231	94.8
"chr2"	237299129	237299130	82.3
"chr9"	87941856	87941857	89.5
"chr5"	178555503	178555504	93.2
"chr6"	130020219	130020220	2.8
"chr15"	40948901	40948902	95.8
"chr11"	24449825	24449826	89
"chr11"	32545923	32545924	94.1
"chr19"	58090994	58090995	96.4
"chr11"	4142798	4142799	95.9
"chr4"	71220351	71220352	76
"chr4"	55459224	55459225	90.9
"chr17"	50980156	50980157	96.6
"chr11"	7466487	7466488	73.6
"chr20"	62716994	62716995	94.6
"chr17"	18584301	18584302	94.5
"chr16"	55180582	55180583	34
"chr7"	63990812	63990813	69.3
"chr17"	16696806	16696807	29.6
"chr16"	73536752	73536753	89.9
"chr16"	24613612	24613613	93
"chr1"	173745256	173745257	96.6
"chr21"	37951714	37951715	91.3
"chr6"	151308896	151308897	35.5
"chr10"	105359157	105359158	42.1
"chr11"	79644131	79644132	93.6
"chr22"	46948079	46948080	95.9
"chr17"	76583102	76583103	96.9
"chr7"	92015298	92015299	45.9
"chr22"	42465511	42465512	97
"chr17"	40933038	40933039	91.2
"chr4"	173243478	173243479	95.9
"chr2"	101156688	101156689	89.4
"chr1"	56665888	56665889	96.2
"chr15"	71104888	71104889	97.3
"chr1"	22103082	22103083	95.3
"chrX"	109778260	109778261	95.5
"chr7"	71841224	71841225	94.7
"chr22"	21636535	21636536	86.4
"chr13"	18582686	18582687	5.3
"chr2"	171442339	171442340	96.5
"chr17"	7018903	7018904	96.7
"chr18"	17991920	17991921	93.6
"chr1"	15247206	15247207	3.1
"chr19"	45600744	45600745	70.2
"chr11"	51884942	51884943	92.4
"chr17"	23776400	23776401	35.1
"chr2"	122549809	122549810	76.8
"chr12"	28924692	28924693	73.1
"chr8"	737694	737695	3
"chr12"	131104663	131104664	73.7
"chr7"	68185363	68185364	76.1
"chr20"	5700077	5700078	93
"chr12"	809972	809973	5.9
"chr12"	131602391	131602392	86.5
"chr16"	3180724	3180725	3.4
"chr1"	40029005	40029006	94.7
"chr18"	24630485	24630486	55
"chr13"	40210159	40210160	96.2
"chr1"	10501453	10501454	95.9
"chr7"	122607009	122607010	62.8
"chr15"	57307665	57307666	96.7
"chr3"	137005601	137005602	94.2
"chr10"	78551624	78551625	2.8
"chr15"	50442616	50442617	95.7
"chr18"	44851872	44851873	70.8
"chr10"	116237159	116237160	20.7
"chr6"	132398766	132398767	94.1
"chr19"	4598107	4598108	3
"chr3"	48615653	48615654	95
"chr15"	85347830	85347831	83.3
"chr2"	187353122	187353123	64.5
"chr15"	91279813	91279814	29.5
"chr2"	8536715	8536716	96.8
"chr16"	30771054	30771055	95.9
"chr5"	41267275	41267276	93.8
"chr17"	949257	949258	32.3
"chr9"	136225917	136225918	3.5
"chr16"	82542134	82542135	78.4
"chrX"	115844720	115844721	95.6
"chr11"	114290015	114290016	84.3
"chr20"	17899951	17899952	92.6
"chr2"	72970755	72970756	69.7
"chr17"	19507943	19507944	3.8
"chr2"	183382492	183382493	81.6
"chr5"	129609623	129609624	85.8
"chr15"	96858909	96858910	92
"chr16"	88953015	88953016	95.3
"chr13"	111336232	111336233	94.8
"chr3"	99802142	99802143	74.7
"chr15"	72441136	72441137	95.6
"chr3"	57583367	57583368	83.2
"chr3"	42103728	42103729	96
"chr1"	38213929	38213930	28.8
"chr15"	29017034	29017035	96.6
"chr7"	76512454	76512455	90.3
"chr3"	196570811	196570812	96.7
"chr6"	62594564	62594565	95.3
"chr3"	197520559	197520560	93.6
"chr1"	29792855	29792856	41.6
"chr7"	108922098	108922099	33.2
